Test_Time	DateTime	Step_Time	Step_Index	Cycle_Index	Current	Voltage	Charge_Capacity	Discharge_Capacity	Charge_Energy	Discharge_Energy	dV/dt	Internal_Resistance	Temperature
369635.3127	1523952468	1.3054	3	101	5.831501	2.7534246	0.001088044	4.89E-07	0.002867631	1.04E-06	0.61276722	0.015331933	36.88507042
369635.4798	1523952469	1.4725	3	101	5.8310814	2.7641659	0.001088044	4.89E-07	0.002867631	1.04E-06	0.61276722	0.015331933	36.88197476
369635.6689	1523952469	1.6616	3	101	5.8320351	2.7752285	0.001088044	4.89E-07	0.002867631	1.04E-06	0.61276722	0.015331933	36.87847153
369635.8583	1523952469	1.851	3	101	5.8322906	2.7862816	0.001088044	4.89E-07	0.002867631	1.04E-06	0.61276722	0.015331933	36.87496274
369636.0424	1523952469	2.0351	3	101	5.8317146	2.7969246	0.002828317	4.89E-07	0.007680591	1.04E-06	0.065684319	0.015331933	36.87155214
369636.2648	1523952469	2.2575	3	101	5.8304214	2.8083677	0.002828317	4.89E-07	0.007680591	1.04E-06	0.065684319	0.015331933	36.867432
369636.4848	1523952470	2.4775	3	101	5.8316917	2.8197508	0.002828317	4.89E-07	0.007680591	1.04E-06	0.065684319	0.015331933	36.86357745
369636.6983	1523952470	2.691	3	101	5.8311996	2.8297586	0.002828317	4.89E-07	0.007680591	1.04E-06	0.065684319	0.015331933	36.85983678
369636.916	1523952470	2.9087	3	101	5.8312798	2.8400364	0.002828317	4.89E-07	0.007680591	1.04E-06	0.065684319	0.015331933	36.85602253
369637.1665	1523952470	3.1592	3	101	5.830452	2.8506708	0.004650981	4.89E-07	0.012830311	1.04E-06	0.050271034	0.015331933	36.85163359
369637.4103	1523952470	3.403	3	101	5.8314781	2.8610773	0.004650981	4.89E-07	0.012830311	1.04E-06	0.050271034	0.015331933	36.84736205
369637.6806	1523952471	3.6733	3	101	5.8312263	2.871829	0.004650981	4.89E-07	0.012830311	1.04E-06	0.050271034	0.015331933	36.84262621
369637.9512	1523952471	3.9439	3	101	5.8316078	2.8820009	0.005902137	4.89E-07	0.016417492	1.04E-06	0.043197632	0.015331933	36.83788511
369638.2266	1523952471	4.2193	3	101	5.8312187	2.892045	0.005902137	4.89E-07	0.016417492	1.04E-06	0.043197632	0.015331933	36.83305991
369638.5315	1523952472	4.5242	3	101	5.8298454	2.9029427	0.005902137	4.89E-07	0.016417492	1.04E-06	0.043197632	0.015331933	36.82771785
369638.8571	1523952472	4.8498	3	101	5.8313789	2.9133949	0.005902137	4.89E-07	0.016417492	1.04E-06	0.043197632	0.015331933	36.82201312
369639.1768	1523952472	5.1695	3	101	5.8302727	2.9237957	0.007898557	4.89E-07	0.022214402	1.04E-06	0.035462379	0.015331933	36.81641175
369639.5017	1523952473	5.4944	3	101	5.8319016	2.9339085	0.007898557	4.89E-07	0.022214402	1.04E-06	0.035462379	0.015331933	36.80906706
369639.8616	1523952473	5.8543	3	101	5.830864	2.9444513	0.007898557	4.89E-07	0.022214402	1.04E-06	0.035462379	0.015331933	36.80093059
369640.2433	1523952473	6.236	3	101	5.8321533	2.9549789	0.009634778	4.89E-07	0.027318982	1.04E-06	0.030418396	0.015331933	36.79230127
369640.6181	1523952474	6.6108	3	101	5.8310699	2.9652166	0.009634778	4.89E-07	0.027318982	1.04E-06	0.030418396	0.015331933	36.78382795
369641.0176	1523952474	7.0103	3	101	5.8319092	2.9757051	0.010883436	4.89E-07	0.031022288	1.04E-06	0.028644562	0.015331933	36.77479622
369641.4336	1523952475	7.4263	3	101	5.8311539	2.986166	0.010883436	4.89E-07	0.031022288	1.04E-06	0.028644562	0.015331933	36.76539147
369641.8655	1523952475	7.8582	3	101	5.8298149	2.9965782	0.010883436	4.89E-07	0.031022288	1.04E-06	0.028644562	0.015331933	36.75562725
369642.3024	1523952475	8.2951	3	101	5.8300018	3.0066481	0.012960993	4.89E-07	0.037237763	1.04E-06	0.025727272	0.015331933	36.74575
369642.7632	1523952476	8.7559	3	101	5.8321724	3.0170965	0.012960993	4.89E-07	0.037237763	1.04E-06	0.025727272	0.015331933	36.74613377
369643.2309	1523952476	9.2236	3	101	5.8301048	3.0272274	0.014463667	4.89E-07	0.041771635	1.04E-06	0.023381233	0.015331933	36.74652329
369643.7368	1523952477	9.7295	3	101	5.8299294	3.0374823	0.014463667	4.89E-07	0.041771635	1.04E-06	0.023381233	0.015331933	36.74694462
369644.2608	1523952477	10.2535	3	101	5.8306961	3.0477238	0.01608696	4.89E-07	0.046702363	1.04E-06	0.021017075	0.015331933	36.74738102
369644.7987	1523952478	10.7914	3	101	5.8305779	3.0582409	0.01608696	4.89E-07	0.046702363	1.04E-06	0.021017075	0.015331933	36.747829
369645.3656	1523952478	11.3583	3	101	5.8301468	3.0685282	0.017890817	4.89E-07	0.052218575	1.04E-06	0.019618988	0.015331933	36.73490239
369645.9613	1523952479	11.954	3	101	5.8301048	3.0788193	0.018882614	4.89E-07	0.055267051	1.04E-06	0.018461227	0.015331933	36.72131907
369646.5551	1523952480	12.5478	3	101	5.8301048	3.0889177	0.018882614	4.89E-07	0.055267051	1.04E-06	0.018461227	0.015331933	36.70777908
369647.2007	1523952480	13.1934	3	101	5.8304749	3.099432	0.020878086	4.89E-07	0.061431628	1.04E-06	0.01716423	0.015331933	36.69305793
369647.8555	1523952481	13.8482	3	101	5.8317719	3.1096554	0.020878086	4.89E-07	0.061431628	1.04E-06	0.01716423	0.015331933	36.678127
369648.5536	1523952482	14.5463	3	101	5.830368	3.1199455	0.023052027	4.89E-07	0.068191841	1.04E-06	0.015902519	0.015331933	36.67068582
369649.2488	1523952482	15.2415	3	101	5.83321	3.1299582	0.024213979	4.89E-07	0.071822762	1.04E-06	0.015310287	0.015331933	36.66327556
369650.0109	1523952483	16.0036	3	101	5.8300323	3.1401472	0.025455428	4.89E-07	0.075715005	1.04E-06	0.01464653	0.015331933	36.65515219
369650.7696	1523952484	16.7623	3	101	5.8309669	3.150219	0.025455428	4.89E-07	0.075715005	1.04E-06	0.01464653	0.015331933	36.64706507
369651.5579	1523952485	17.5506	3	101	5.8301468	3.1602268	0.027921176	4.89E-07	0.08348313	1.04E-06	0.013151169	0.015331933	36.62997447
369652.3928	1523952485	18.3855	3	101	5.8304558	3.1704731	0.029250408	4.89E-07	0.087690294	1.04E-06	0.01234436	0.015331933	36.6118724
369653.2832	1523952486	19.2759	3	101	5.8309898	3.1807566	0.030727496	4.89E-07	0.092380628	1.04E-06	0.012150764	0.015331933	36.592567
369654.1928	1523952487	20.1855	3	101	5.831459	3.1907635	0.032211483	4.89E-07	0.097108237	1.04E-06	0.011763573	0.015331933	36.57769658
369655.1459	1523952488	21.1386	3	101	5.8318176	3.2008524	0.033731505	4.89E-07	0.10196602	1.04E-06	0.011284828	0.015331933	36.56211501
369656.1416	1523952489	22.1343	3	101	5.8311005	3.2111282	0.035360709	4.89E-07	0.10718923	1.04E-06	0.010728836	0.015331933	36.545837
369657.1792	1523952490	23.1719	3	101	5.8313522	3.2212763	0.037057269	4.89E-07	0.11264574	1.04E-06	0.010541916	0.015331933	36.53889445
369658.2919	1523952491	24.2846	3	101	5.8313866	3.2315807	0.038842298	4.89E-07	0.1184051	1.04E-06	0.009698868	0.015331933	36.5314494
369659.4328	1523952493	25.4255	3	101	5.830349	3.2417183	0.040701795	4.89E-07	0.12442373	1.04E-06	0.009282112	0.015331933	36.52381567
369660.642	1523952494	26.6347	3	101	5.8296738	3.2519722	0.042651869	4.89E-07	0.13075548	1.04E-06	0.008738518	0.015331933	36.48201968
369661.9137	1523952495	27.9064	3	101	5.8294525	3.2622194	0.044711795	4.89E-07	0.13746513	1.04E-06	0.008210182	0.015331933	36.43806046
369663.1917	1523952496	29.1844	3	101	5.8315239	3.2722254	0.046787489	4.89E-07	0.14424722	1.04E-06	0.008061409	0.015331933	36.43746272
369664.5454	1523952498	30.5381	3	101	5.8306007	3.2822847	0.048970085	4.89E-07	0.15140015	1.04E-06	0.007547379	0.015331933	36.43683318
369666.008	1523952499	32.0007	3	101	5.8294945	3.2925062	0.051331449	4.89E-07	0.15916276	1.04E-06	0.007392883	0.015331933	36.436153
369667.5135	1523952501	33.5062	3	101	5.8296356	3.3025703	0.053764708	4.89E-07	0.1671865	1.04E-06	0.0070467	0.015331933	36.436317
369669.1005	1523952502	35.0932	3	101	5.8317299	3.3125839	0.056355447	4.89E-07	0.17575562	1.04E-06	0.006608009	0.015331933	36.41077148
369670.7904	1523952504	36.7831	3	101	5.8308754	3.3227053	0.059083741	4.89E-07	0.18480729	1.04E-06	0.006400108	0.015331933	36.38356961
369672.5927	1523952506	38.5854	3	101	5.8292007	3.3328848	0.06197359	4.89E-07	0.19442402	1.04E-06	0.005685806	0.015331933	36.37552293
369674.5976	1523952508	40.5903	3	101	5.8302307	3.3429976	0.065233499	4.89E-07	0.20530514	1.04E-06	0.005284309	0.015331933	36.366573
369676.9239	1523952510	42.9166	3	101	5.8313141	3.3530588	0.069035411	4.89E-07	0.2180346	1.04E-06	0.004173279	0.015331933	36.32982058
369679.8033	1523952513	45.796	3	101	5.8311768	3.3631134	0.073700786	4.89E-07	0.23370269	1.04E-06	0.003511429	0.015331933	36.301113
369683.5857	1523952517	49.5784	3	101	5.829361	3.3731651	0.079797551	4.89E-07	0.25423935	1.04E-06	0.002473831	0.015331933	36.300945
369688.5909	1523952522	54.5836	3	101	5.8290787	3.3828478	0.087928355	4.89E-07	0.28170717	1.04E-06	0.001981735	0.015331933	36.26703668
369693.5919	1523952527	59.5846	3	101	5.8293953	3.3904705	0.095993146	4.89E-07	0.30902085	1.04E-06	0.001407623	0.015331933	36.30828418
369698.6057	1523952532	64.5984	3	101	5.829834	3.3969879	0.1041196	4.89E-07	0.33660033	1.04E-06	0.00135994	0.015331933	36.23040955
369703.6296	1523952537	69.6223	3	101	5.8303719	3.4028673	0.11227994	4.89E-07	0.36434549	1.04E-06	0.001098633	0.015331933	36.30415953
369708.6313	1523952542	74.624	3	101	5.8288383	3.4083986	0.12039355	4.89E-07	0.3919777	1.04E-06	0.001059532	0.015331933	36.27734054
369713.632	1523952547	79.6247	3	101	5.8298759	3.4135151	0.12848529	4.89E-07	0.41957814	1.04E-06	0.001091957	0.015331933	36.30017054
369718.6496	1523952552	84.6423	3	101	5.8297424	3.4184284	0.13659079	4.89E-07	0.44726625	1.04E-06	0.001067162	0.015331933	36.25704286
369723.6612	1523952557	89.6539	3	101	5.8302765	3.4229727	0.14470227	4.89E-07	0.47501391	1.04E-06	0.000919342	0.015331933	36.352184
369728.6686	1523952562	94.6613	3	101	5.8310699	3.4276056	0.1528113	4.89E-07	0.50279069	1.04E-06	0.000747681	0.015331933	36.30509994
369733.6849	1523952567	99.6776	3	101	5.8285408	3.4320335	0.1609446	4.89E-07	0.53068686	1.04E-06	0.001001358	0.015331933	36.354866
369738.709	1523952572	104.7017	3	101	5.8289642	3.4362135	0.16909415	4.89E-07	0.55867344	1.04E-06	0.001011848	0.015331933	36.385784
369743.733	1523952577	109.7257	3	101	5.8305473	3.4402132	0.17723627	4.89E-07	0.5866673	1.04E-06	0.00067997	0.015331933	36.378975
369748.7394	1523952582	114.7321	3	101	5.8297997	3.4438543	0.18533717	4.89E-07	0.61455005	1.04E-06	0.000721931	0.015331933	36.451111
369753.752	1523952587	119.7447	3	101	5.8299408	3.4470377	0.19343545	4.89E-07	0.64245242	1.04E-06	0.000500679	0.015331933	36.46773467
369758.7764	1523952592	124.7691	3	101	5.8292656	3.4503956	0.20159355	4.89E-07	0.67058778	1.04E-06	0.000536919	0.015331933	36.505611
369763.7833	1523952597	129.776	3	101	5.8285637	3.4532986	0.20969301	4.89E-07	0.69854581	1.04E-06	0.00066185	0.015331933	36.51972972
369768.7949	1523952602	134.7876	3	101	5.8288383	3.4559689	0.2178172	4.89E-07	0.72661185	1.04E-06	0.000622749	0.015331933	36.539543
369773.796	1523952607	139.7887	3	101	5.8290329	3.4584637	0.22589083	4.89E-07	0.75452447	1.04E-06	0.000590324	0.015331933	36.55667466
369778.8128	1523952612	144.8055	3	101	5.8300858	3.4608374	0.2340183	4.89E-07	0.7826429	1.04E-06	0.000343323	0.015331933	36.568367
369783.8345	1523952617	149.8272	3	101	5.8295937	3.4629469	0.24216935	4.89E-07	0.81086159	1.04E-06	0.000380516	0.015331933	36.5935815
369788.8529	1523952622	154.8456	3	101	5.8290977	3.4651394	0.2502763	4.89E-07	0.83894491	1.04E-06	0.000348091	0.015331933	36.67213643
369793.8666	1523952627	159.8593	3	101	5.8291702	3.4672136	0.25840843	4.89E-07	0.86713225	1.04E-06	0.000452042	0.015331933	36.711143
369798.8859	1523952632	164.8786	3	101	5.8291168	3.4690962	0.26654494	4.89E-07	0.89535081	1.04E-06	0.00038147	0.015331933	36.711143
369803.9042	1523952637	169.8969	3	101	5.8292465	3.4710484	0.27465236	4.89E-07	0.92348385	1.04E-06	0.000512123	0.015331933	36.771965
369808.9116	1523952642	174.9043	3	101	5.8295708	3.4727144	0.28277257	4.89E-07	0.95167619	1.04E-06	0.00038147	0.015331933	36.80906226
369813.9156	1523952647	179.9083	3	101	5.8297501	3.4745712	0.29088899	4.89E-07	0.9798699	1.04E-06	0.000361443	0.015331933	36.85672705
369818.9449	1523952652	184.9376	3	101	5.8300438	3.476409	0.29903159	4.89E-07	1.0081691	1.04E-06	0.000313759	0.015331933	36.86858376
369823.9532	1523952657	189.9459	3	101	5.829216	3.4779329	0.3071008	4.89E-07	1.0362272	1.04E-06	0.000441551	0.015331933	36.945225
369828.9563	1523952662	194.949	3	101	5.8285828	3.4797125	0.31522346	4.89E-07	1.0644848	1.04E-06	0.000348091	0.015331933	36.94934492
369833.9601	1523952667	199.9528	3	101	5.8306503	3.4813185	0.32334566	4.89E-07	1.0927545	1.04E-06	0.000295639	0.015331933	36.968201
369838.9642	1523952672	204.9569	3	101	5.8297844	3.483037	0.33144864	4.89E-07	1.1209704	1.04E-06	1.53E-05	0.015331933	36.984184
369843.9753	1523952677	209.968	3	101	5.8284607	3.4846144	0.33954719	4.89E-07	1.1491842	1.04E-06	0.000406265	0.015331933	37.085995
369848.9895	1523952682	214.9822	3	101	5.8297081	3.4862127	0.34765384	4.89E-07	1.1774391	1.04E-06	0.0004282	0.015331933	37.09770577
369854.0048	1523952687	219.9975	3	101	5.8288765	3.4876909	0.35579789	4.89E-07	1.2058371	1.04E-06	0.000268936	0.015331933	37.1277844
369859.0117	1523952692	225.0044	3	101	5.8299522	3.4893475	0.36389527	4.89E-07	1.2340852	1.04E-06	0.000312805	0.015331933	37.18539
369864.0229	1523952697	230.0156	3	101	5.8299103	3.4907341	0.37201622	4.89E-07	1.2624277	1.04E-06	0.000258446	0.015331933	37.194225
369869.0356	1523952702	235.0283	3	101	5.8295288	3.4924049	0.38012484	4.89E-07	1.2907395	1.04E-06	0.000303268	0.015331933	37.168457
369874.041	1523952707	240.0337	3	101	5.8305664	3.4937887	0.38824946	4.89E-07	1.3191196	1.04E-06	0.000155449	0.015331933	37.26292
369879.0498	1523952712	245.0425	3	101	5.8299255	3.495265	0.39632663	4.89E-07	1.3473459	1.04E-06	0.000317574	0.015331933	37.30074624
369884.0696	1523952717	250.0623	3	101	5.8282204	3.4967146	0.40447268	4.89E-07	1.375825	1.04E-06	0.000273705	0.015331933	37.359798
369889.0777	1523952722	255.0704	3	101	5.8277969	3.4982243	0.41256082	4.89E-07	1.4041137	1.04E-06	0.000433922	0.015331933	37.417351
369894.0835	1523952727	260.0762	3	101	5.8291512	3.4996595	0.42067781	4.89E-07	1.432515	1.04E-06	0.000287056	0.015331933	37.382374
369899.0992	1523952732	265.0919	3	101	5.8287239	3.501235	0.42879018	4.89E-07	1.4609121	1.04E-06	0.000218391	0.015331933	37.482998
369904.1066	1523952737	270.0993	3	101	5.8302307	3.5025873	0.43691468	4.89E-07	1.4893638	1.04E-06	7.34E-05	0.015331933	37.479805
369909.1093	1523952742	275.102	3	101	5.8295097	3.5041904	0.44503456	4.89E-07	1.5178109	1.04E-06	0.000329971	0.015331933	37.53566
369914.1318	1523952747	280.1245	3	101	5.8297806	3.5054836	0.45313394	4.89E-07	1.5461981	1.04E-06	0.000276566	0.015331933	37.54167888
369919.1383	1523952752	285.131	3	101	5.8286705	3.5070076	0.46127149	4.89E-07	1.574731	1.04E-06	0.000299454	0.015331933	37.57328337
369924.1386	1523952757	290.1313	3	101	5.8289337	3.5085011	0.46934661	4.89E-07	1.6030568	1.04E-06	0.000338554	0.015331933	37.60505636
369929.1506	1523952762	295.1433	3	101	5.8299484	3.5098581	0.47743914	4.89E-07	1.6314558	1.04E-06	0.000339508	0.015331933	37.653004
369934.1775	1523952767	300.1702	3	101	5.8297195	3.5115137	0.48562062	4.89E-07	1.660179	1.04E-06	0.000436783	0.015331933	37.732704
369939.2049	1523952772	305.1976	3	101	5.8298531	3.5131044	0.49372679	4.89E-07	1.6886501	1.04E-06	0.000291824	0.015331933	37.76335439
369944.209	1523952777	310.2017	3	101	5.8295174	3.5144396	0.50185227	4.89E-07	1.717201	1.04E-06	0.000227928	0.015331933	37.7906
369949.217	1523952782	315.2097	3	101	5.8298683	3.516016	0.50995785	4.89E-07	1.7456944	1.04E-06	0.000391006	0.015331933	37.83025321
369954.2184	1523952787	320.2111	3	101	5.8295403	3.517581	0.51803702	4.89E-07	1.7741069	1.04E-06	0.000411034	0.015331933	37.86896423
369959.2395	1523952792	325.2322	3	101	5.8294449	3.5191078	0.5262019	4.89E-07	1.8028334	1.04E-06	0.000231743	0.015331933	37.93076177
369964.2676	1523952797	330.2603	3	101	5.8287544	3.5206318	0.53433877	4.89E-07	1.8314739	1.04E-06	0.000386238	0.015331933	37.94845565
369969.2789	1523952802	335.2716	3	101	5.829319	3.5221062	0.5424276	4.89E-07	1.8599578	1.04E-06	9.35E-05	0.015331933	37.981148
369974.2979	1523952807	340.2906	3	101	5.8298531	3.5237656	0.55059081	4.89E-07	1.8887162	1.04E-06	0.00044632	0.015331933	38.067928
369979.3191	1523952812	345.3118	3	101	5.8294029	3.5252533	0.55871713	4.89E-07	1.9173577	1.04E-06	0.000443459	0.015331933	38.118656
369984.3488	1523952817	350.3415	3	101	5.8284912	3.52703	0.56684297	4.89E-07	1.9460105	1.04E-06	0.000326157	0.015331933	38.1286158
369989.3647	1523952822	355.3574	3	101	5.8282356	3.5284595	0.57498336	4.89E-07	1.9747273	1.04E-06	0.000221252	0.015331933	38.19149275
369994.3777	1523952827	360.3704	3	101	5.8290787	3.5301313	0.58305317	4.89E-07	2.0032082	1.04E-06	0.000230789	0.015331933	38.258911
369999.3812	1523952832	365.3739	3	101	5.8282776	3.5317678	0.59120828	4.89E-07	2.0320036	1.04E-06	0.000356674	0.015331933	38.25292612
370003.5545	1523952837	369.5472	3	101	5.8299789	3.5331583	0.59795892	4.89E-07	2.05585	1.04E-06	0.000356674	0.015331933	38.287483
370003.604	1523952837	0.0247	4	101	0.03792572	3.4418659	0.59797382	4.89E-07	2.0559027	1.04E-06	0.000342369	0.015331933	38.28779081
370003.7572	1523952837	0.1779	4	101	1.2281876	3.4545975	0.59797382	4.89E-07	2.0559027	1.04E-06	0.000342369	0.015331933	38.28874348
370003.8496	1523952837	0.2703	4	101	1.9764442	3.4651384	0.59797382	4.89E-07	2.0559027	1.04E-06	0.000342369	0.015331933	38.28931807
370003.9449	1523952837	0.3656	4	101	2.7254105	3.4763422	0.59810871	4.89E-07	2.0563698	1.04E-06	-0.057489395	0.015331933	38.28991069
370004.0328	1523952837	0.4535	4	101	3.4286613	3.4871149	0.59810871	4.89E-07	2.0563698	1.04E-06	-0.057489395	0.015331933	38.29045729
370004.1235	1523952837	0.5442	4	101	4.1338272	3.4986753	0.59810871	4.89E-07	2.0563698	1.04E-06	-0.057489395	0.015331933	38.29102131
370009.1406	1523952842	5.5613	4	101	4.3986664	3.499114	0.60437262	4.89E-07	2.078299	1.04E-06	-0.000876427	0.015331933	38.32222
370014.1513	1523952847	10.572	4	101	4.3995323	3.4966145	0.61052883	4.89E-07	2.0998321	1.04E-06	-0.000535965	0.015331933	38.34023264
370019.1738	1523952852	15.5945	4	101	4.3995819	3.4951792	0.61666662	4.89E-07	2.1212883	1.04E-06	-0.000281334	0.015331933	38.376114
370024.18	1523952857	20.6007	4	101	4.3988914	3.4946909	0.62276655	4.89E-07	2.1426065	1.04E-06	4.77E-06	0.015331933	38.36708818
370029.2071	1523952862	25.6278	4	101	4.3988571	3.4946203	0.62891883	4.89E-07	2.1641059	1.04E-06	-7.06E-05	0.015331933	38.34814138
370034.2111	1523952867	30.6318	4	101	4.400959	3.4948702	0.63503516	4.89E-07	2.1854804	1.04E-06	-2.77E-05	0.015331933	38.36107574
370039.2175	1523952872	35.6382	4	101	4.3991661	3.4953175	0.64113474	4.89E-07	2.2067988	1.04E-06	0.000121117	0.015331933	38.350189
370044.2431	1523952877	40.6638	4	101	4.3999214	3.4959526	0.64730042	4.89E-07	2.2283521	1.04E-06	0.000167847	0.015331933	38.35806684
370049.2679	1523952882	45.6886	4	101	4.3993645	3.4967937	0.65341777	4.89E-07	2.2497413	1.04E-06	6.68E-05	0.015331933	38.384171
370054.2713	1523952887	50.692	4	101	4.3990135	3.4976072	0.6595512	4.89E-07	2.2711916	1.04E-06	0.000202179	0.015331933	38.426964
370059.2968	1523952892	55.7175	4	101	4.401001	3.4989071	0.66568983	4.89E-07	2.2926664	1.04E-06	0.000268936	0.015331933	38.375149
370064.3014	1523952897	60.7221	4	101	4.4002991	3.4997892	0.67179686	4.89E-07	2.3140364	1.04E-06	6.68E-05	0.015331933	38.335331
370069.316	1523952902	65.7367	4	101	4.3997498	3.5008621	0.67793542	4.89E-07	2.3355234	1.04E-06	0.000284195	0.015331933	38.33836394
370074.34	1523952907	70.7607	4	101	4.3987732	3.5018787	0.68406659	4.89E-07	2.3569908	1.04E-06	0.000136375	0.015331933	38.3584326
370079.3408	1523952912	75.7615	4	101	4.4002533	3.5029802	0.69019622	4.89E-07	2.3784597	1.04E-06	0.000112534	0.015331933	38.321651
370084.3552	1523952917	80.7759	4	101	4.3997307	3.5042715	0.69630331	4.89E-07	2.3998563	1.04E-06	0.000212669	0.015331933	38.28390575
370089.387	1523952922	85.8077	4	101	4.3988762	3.5053463	0.7024352	4.89E-07	2.4213469	1.04E-06	0.000281334	0.015331933	38.332718
370094.4127	1523952927	90.8334	4	101	4.4000244	3.5064859	0.70859838	4.89E-07	2.4429543	1.04E-06	0.000584602	0.015331933	38.34360078
370099.4304	1523952933	95.8511	4	101	4.3989716	3.5076628	0.71472394	4.89E-07	2.4644372	1.04E-06	0.000304222	0.015331933	38.32800731
370104.4331	1523952938	100.8538	4	101	4.3997383	3.5088568	0.72085375	4.89E-07	2.4859419	1.04E-06	0.000245094	0.015331933	38.412331
370109.436	1523952943	105.8567	4	101	4.3997116	3.510108	0.72697204	4.89E-07	2.5074136	1.04E-06	8.77E-05	0.015331933	38.28613552
370114.4524	1523952948	110.8731	4	101	4.4000969	3.5112133	0.7331087	4.89E-07	2.5289571	1.04E-06	0.000247955	0.015331933	38.333092
370119.464	1523952953	115.8847	4	101	4.4008751	3.512516	0.73921615	4.89E-07	2.5504055	1.04E-06	0.000348091	0.015331933	38.34209082
370124.4647	1523952958	120.8854	4	101	4.3979988	3.5135498	0.74532443	4.89E-07	2.5718641	1.04E-06	0.000172615	0.015331933	38.36670651
370129.473	1523952963	125.8937	4	101	4.3995705	3.5149422	0.7514413	4.89E-07	2.5933609	1.04E-06	0.000165939	0.015331933	38.317898
370134.4915	1523952968	130.9122	4	101	4.3990402	3.5160484	0.75759226	4.89E-07	2.6149848	1.04E-06	0.000160217	0.015331933	38.314888
